SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Rb,Ba,Nb,Sr,Zr,Ba/Zr,Nb/Zr,Label
51.84,0.82,15.27,7.06,0.14,11.41,9.8,2.31,0.42,0.15,7,168,10,346,76,2.210526316,0.131578947,Fertile
51.75,0.82,15.97,6.97,0.15,10.7,9.58,2.55,0.58,0.16,12,203,9,346,67,3.029850746,0.134328358,Fertile
45.06,1.04,13.8,8.07,0.19,8.58,6.84,1.56,2.49,0.31,93,586,9,205,170,3.447058824,0.052941176,Fertile
44.31,0.78,12.28,7.64,0.2,8.36,7.15,0.96,1.84,0.32,88,656,11,385,163,4.024539877,0.067484663,Fertile
46.17,0.88,12.11,7.82,0.18,8.09,7.06,1.15,1.97,0.33,91,716,11,425,178,4.02247191,0.061797753,Fertile
47.05,1.65,15.22,9,0.13,7.03,8.48,3.44,2.45,1.32,46,1970,37,1646,327,6.024464832,0.113149847,Fertile
46.98,1.48,15.51,8.25,0.16,7.03,8.08,3.88,2.06,0.98,52,1826,24,1323,303,6.02640264,0.079207921,Fertile
46.16,1.6,14.86,9.4,0.13,7,8.61,4.25,2.09,1.13,64,1490,24,1294,284,5.246478873,0.084507042,Fertile
51.44,0.95,15.24,7.98,0.14,8.58,6.68,3.19,3.18,0.52,96.6,2779,11,989,203,13.68965517,0.054187192,Fertile
52.61,0.75,14.32,8.03,0.13,9.07,7.94,2.86,2.24,0.37,85.4,1218,7.66,1036,153,7.960784314,0.050065359,Fertile
47.79,1.2,13.43,8.52,0.16,9.43,7.96,2.23,4.16,1.26,80.6,8117,13.4,1052,265,30.63018868,0.050566038,Fertile
48.98,1.22,14.32,8.08,0.14,10.02,7.21,3.06,3.98,1.16,88.1,8680,11.4,1950,240,36.16666667,0.0475,Fertile
50.4,1.06,16.06,8.59,0.14,7.14,7.52,3.71,2.38,0.45,91.2,1950,8.12,872,184,10.59782609,0.044130435,Fertile
48.11,1.59,15.12,8.09,0.13,8.27,7.35,2.22,5.17,0.86,305,1180,17.7,837,229,5.152838428,0.077292576,Fertile
